volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
1,pagina_0019-OCR.json,8,Alcaya,Gramatica Arabe,4º,,No,no consta,,1505,,40,12,Alcaya Gramatica Arabe 4º 1808 40 12,,,
1,pagina_0019-OCR.json,9,Alcala Yañez (D. D. Geronimo de),Alcala - Yáñez (D. D. Jeronimo de) El donadie hablador,8º,2 tom,No,pasta,Madrid,1788,,193,16,Alcala - Yáñez (D. D. Jeronimo de) El donadie hablador,,,
1,pagina_0019-OCR.json,10,Alcazar (P. Bartolome i),De ratione dicendi,8º,,No,no consta,Madrid,1688,2,2,4,Alcazar (P. Bartolomei) Deratione dicendi 8º Matriti 1688 2 4,,,
1,pagina_0019-OCR.json,11,Alcazar (P. Bartolomé),"El perfecto Latino en prosa, y verso",8º,,No,no consta,Madrid,1683,3,3,3,"Alcazar El perfecto Latino en prosa, y verso 8º Mad. 1683 3 3",,,
1,pagina_0019-OCR.json,12,Alcazar (P. Bartolomé),Vida de S. Julian Obispo de Cuenca,fol.,,No,no consta,Madrid,1692,,108,24,Alcazar Id: Sida a S. Iulian Obispo de Cuenca fol. Madrid 1692 108 24,,,
1,pagina_0019-OCR.json,13,Alcazar (D. Melchor),Arte de Esquadronar,4º,,Sí,no consta,Madrid,1730,,68,15,Alcazar (D. Melchor) Arte de Equadrar 4º Madrid 1730 N. 68 15,,,
1,pagina_0019-OCR.json,14,Alcedo (D. Antonio),Diccionario Geografico &c. las Indias Occidentales de America,4º,2 tom.,No,pasta y rustica,Madrid,1786,,188,32,Alcedo (D. Antonio) Diccionario Geografico 4.944,pagina_0020-OCR.json,,
1,pagina_0020-OCR.json,2,Alcedo (D. Antonio),[Diccionario Geografico &c. las Indias Occidentales de America],4º,tom. 2º y 3º,No,rústica,[Madrid],1787,35,,20,id. id. 4º Rustic. tom. 2º y 3º ibid. 1787 Atado 35 20,,,1|pagina_0019-OCR.json|14
1,pagina_0020-OCR.json,4,Alcedo (Dn Dionisio),Memorial informativo sobre el Comercio del Perú,fol.,,No,no consta,,,,66,20,Alcedo (Dn Dionisio) Memorial informativo sobre el Comercio del Perú: fol. Nº 66 20,,,
1,pagina_0020-OCR.json,5,Alciati (Andreae),Emblemata. Comment. et notis variorum,4º,,No,no consta,Patavii,1621,,14,36,Alciati (Andreae) Emblemata. Comment. et notis variarum 4º Patavii 1621. Nº 14 36,,,
1,pagina_0020-OCR.json,6,Alciati (Andreae),Cad. cum. Claud. Minois comment,8º,,No,no consta,Raphelengii,1608,,113,18,Ejusd. cad. cum. Claud. Minois comment. 8º Raphelengii 1608. Nº 113 18,,,
1,pagina_0020-OCR.json,7,Alciati (Andreae),[it.] Traducidos al Castellano por D. Bernardino Daza,8º,,No,no consta,,1549,,6,12,it. traducido al Castellano por D. Bernardino Daza. 8º 1549. Nº 6 12,,,
1,pagina_0020-OCR.json,8,Alciati (Andreae),[it.] Por D. Diego López,4º,,No,no consta,Nagera,1615,,20,30,it. por D. Diego López 4º Nácer 1615. Nº 20 30,,,
1,pagina_0020-OCR.json,9,Alciati (Andreae),Opera omnia,fol.,4 tom.,No,pasta,Basileæ,1551,,285,180,Ejusdem opera omnia: fol. Pasta 4 tom. 2 volum. Basileæ 1551. Nº 285 180,,,
1,pagina_0020-OCR.json,10,Alciati (Andreae),Paradoxorum ad Pratum libri sex,12º,,No,no consta,Lugd.,1545,,250,8,Ejusd. Paradoxorum ad Pratum libri sex 12º Lugd. 1545. Nº 250 8,,,
1,pagina_0020-OCR.json,11,Alciati (Andreae),Consilium in materia Duelli,12º,,No,no consta,[Lugd.],1543,,118,5,Ejusd. Consilium in materia Duelli: 12º ibid 1543. Nº 118 5,,,
1,pagina_0020-OCR.json,12,Alciati (Andreae),Praxis utriusque Juris,8º,,No,no consta,,,,250,6,Ejusd. Praecepta utriusque Juris 8º Nº 250 6,,,
1,pagina_0020-OCR.json,13,Alciati (Andreae),Modo de Desafio,8º,,No,no consta,Amberes,,,73,6,id. Modo de Daño: 8º Amberes Nº 73 6,,,
1,pagina_0020-OCR.json,14,Alciati (Andreae),Noticia utriusque Imperii,fol.,,Sí,no consta,Basileæ,1592,,86,45,Ejusd. Noticia utriusque Imperii: fol. Basileæ 1592. fig. Nº 86 45,,,
1,pagina_0020-OCR.json,15,Alcocer (Dn Fran.),Tratado del Juego,4º,,No,no consta,Salamanca,1559,,230,15,Alcocer (Dn Fran.) Tratado a Juego 4º Salamanca 1559. Nº 230 15,,,
1,pagina_0020-OCR.json,16,Alcocer (Fr Juan),Ceremonial dela Misa,12º,,No,no consta,Lisboa,1616,,118,12,Alcocer (Fr Juan) Ceremonial dela Misa 12º Lisboa 1616. Nº 118 12,,,
1,pagina_0021-OCR.json,1,Alcocer (Pedro),Historia de la Ciudad de Toledo,fol.,,No,no consta,Toledo,1554,,132,36,Alcocer (Pedro) Historia de la Ciudad de Toledo fol. Toledo 1554 132 36,,,
1,pagina_0021-OCR.json,2,Aldana (Cosme de),Obras poéticas,8º may.,,No,no consta,Madrid,1593,,4,6,Aldana (Cosme de) Obras poéticas 8º Madrid 1593 4 6,,,
1,pagina_0021-OCR.json,3,Alderete (Dn Bernardo),Thesoro de la Lengua Castellana,fol.,,No,no consta,Madrid,1765,,65,90,Alderete (D. Bernardo) Thesoro de la Lengua Castellana fol. Madrid 1765 85 90,,,
1,pagina_0021-OCR.json,4,Aldobrandini (Cardinalis),De perfecto Principe Apophthegmata,12º,,No,no consta,,,,317,6,Aldebrandini (Cardinalis) De perfecto Principe Apophthegmata 12º 317 6,,,
1,pagina_0021-OCR.json,5,Aldrete (Dr Dn Bernardo),"Varias antigüedades de España, Africa, y otras Provincias",4º,,No,no consta,Amberes,1614,,230,45,"Alderete (D. D. Bernardo) Varias antigüedades de España, Africa, y otras Provincias 4º Amberes 1614 230 45",,,
1,pagina_0021-OCR.json,6,Aldrete (Dr Dn Bernardo),Del origen y principio de la lengua Castellana,4º,,No,no consta,Roma,1606,,32,20,Alderete (D. D. Bernardo) Del origen y principio de la lengua Castellana 4º Roma 1606 32 20,,,
1,pagina_0021-OCR.json,7,[Anónimo],Alegacion Docta Fiscal en defensa del famoso Auto Gallego,fol.,,No,no consta,,,,197,8,Anónimo Alegacion Docta Fiscal en defensa del famoso Auto Gallego fol. 197 8,,,
1,pagina_0021-OCR.json,8,[Anónimo],Alegaciones varias sobre el Estado de Baylen pertenecientes à la Casa Ponce León,4º,,No,no consta,,1594,,220,12,Anónimo Alegaciones Varias sobre el Estado de Baylen pertenecientes à la Casa Ponce León 4º 1594 220 12,,,
1,pagina_0021-OCR.json,9,Alegambi (Philippi),Bibliotheca Scriptorum Societatis Jesu,fol.,,No,no consta,Antuerp.,1643,,43,60,Alegambi (Philippi) Biblioteca Scriptorum Societatis Jesu fol. Antuerp 1640 40 60,,,
1,pagina_0021-OCR.json,10,Alemanni (Séni),Grammatica Arabica,4º,,No,pasta,Roma,1610,,39,40,Alemanni (Séni) Grammatica Arabica 4ª Part 4º Roma 1610 39 40,,,
1,pagina_0021-OCR.json,11,Aleman (Matheo),Orthographia Castellana,4º,,No,no consta,México,1609,,32,18,Aleman (Matheo) Orthographia Castellana 4º México 1609 32 18,,,
1,pagina_0021-OCR.json,12,Aleman (Matheo),"Vida, y hechos de Guzman de Alfarach",8º,2 tom.,No,no consta,Valencia,1787,,101,20,"Aleman (Matheo) Vida, y hechos de Guzman de Alfarach 8º 2 Valencia 1787 101 20",,,
1,pagina_0021-OCR.json,13,Alexandro (Alexandri ab),Genialium virorum libri sex,8º,,No,no consta,Paris,1570,,101,15,Alexandro (Alexandri ab) Genialium virorum libri sex 8º Parisiis 1570 101 15,,,
1,pagina_0021-OCR.json,14,Alexandri (P. Natalis),Historia Ecclesiastica veteris novique Testamenti,fol.,9 tom.,No,no consta,Lucae,1748,,276,420,Alexandri (S. Natalis) Historia Ecclesiastica veteris novique Testamenti fol. 9 Lucae 1748 276 420,,,
1,pagina_0021-OCR.json,15,Alfano (Dn Franciscus),De officio Fisci,fol.,,No,no consta,Matriti,1639,,246,18,Alfano (D. Franciscus) De officio Fisci fol. Matriti 1639 246 18,,,
1,pagina_0022-OCR.json,1,Alfonsi (Petri),Dialogi de Judæorum impijs opinionibus,8º,,No,no consta,Coloniæ,1536,,117,12,Alfonsi (Petri) Dialogi de Judæorum impijs opinionibus 8º Coloniæ 1536 Nº 117 12,,,
1,pagina_0022-OCR.json,2,Alfonsi,Regis tabulæ Astronomicæ,fol.,,No,no consta,Venecia,1521,,40,18,Alfonsi Regis tabulæ Astronomicæ fol. Venet. 1521 Nº 40 18,,,
1,pagina_0022-OCR.json,3,Alfonsi,[Ejusd.] Eæd.,fol.,,No,no consta,Paris,1553,,66,24,Alfonsi Cursus Caes. fol. Parisiis 1553 Nº 66 24,,,
1,pagina_0022-OCR.json,4,Allatii (Leonis),"Excerpta varia Græcorum, Sophistarum ac Rhetorum",8º,,No,pasta blanca,Romæ,1641,,25,20,"Allatius (Leonis) Excerpta varia Græcorum, Sophistarum ac Rhetorum 8º Par. blanc. Romæ 1641 Nº 25 20",,,
1,pagina_0022-OCR.json,5,Allatii (Leonis),De Patria Homeri græcolatine,12º,,No,no consta,Lugd.,1640,,117,10,Allatius (Leonis) De Patria Homeri græcolatine 12º Lugd. 1640 Nº 117 10,,,
1,pagina_0022-OCR.json,6,Allatii (Leonis),"Apes Urbanæ, sive de Viris Illustrib.",8º,,No,pasta,Hamburgi,1711,,117,14,"Allatius (Leonis) Cursus Aper Sabanæ, sive de Vitiis Illustrib. 8º Pasta Hamburgi 1711 Nº 117 14",,,
1,pagina_0022-OCR.json,7,[Anónimo],Allegatio Juris pro Rege catholico Philippo ad successionem Regnorum Portugalliæ,fol.,,No,no consta,,,,305,10,Anonymous Allegatio Juris pro Rege catholico Philippo ad successionem Regnorum Portugalliae fol. Nº 305 10,,,
1,pagina_0022-OCR.json,8,Almeida (P. Theodoro),El Hombre feliz,8º,3 tom.,No,pasta,Madrid,1784,,101,60,Almeida (P. Theodoro) El Hombre feliz 8º 3 Dupl. Pasta Madrid 1784 Nº 101 60,,,
1,pagina_0022-OCR.json,9,Almeida (P. Theodoro),El Hombre feliz,8º,,Sí,no consta,,,,3,45,Almeida (P. Theodoro) El Hombre feliz 8º 3 it. con Láminas 45,,,
1,pagina_0022-OCR.json,10,Almeida (P. Theodoro),Sermone,8º,2 tom.,No,pasta,Madrid,1788,,3,44,Almeida (P. Theodoro) Sermone 8º 3 Pasta Mad. 1788 44,,,
1,pagina_0022-OCR.json,11,Almeida (P. Theodoro),Cartas Philosoficas,8º,2 tom.,No,no consta,Madrid,1787,,2,34,Almeida (P. Theodoro) Cartas Filosóficas 8º 2 Mad. 1787 34,,,
1,pagina_0022-OCR.json,12,Almeida (P. Theodoro),Recreacion Philosofica,8º,,No,no consta,Madrid,1785,,49,14,Almeida (P. Theodoro) Recreación Filosófica 8º Mad. 1785 Nº 49 14,,,
1,pagina_0022-OCR.json,13,Almeida (P. Theodoro),"Thesoro de paciencia, ó consuelo de una Alma atribulada",12º,,No,pasta,Madrid,1786,,193,6,"Almeida (P. Theodoro) Thesoro expaciencia, ó consuelo á una Alma atribulada 12º Pasta Madrid 1786 Nº 193 6",,,
1,pagina_0022-OCR.json,14,Almeida (D. Manuel),Alegación y Memorial contra el Marqués de Aitona sobre haver echo degollar à Dn. Antonio de la Torre proveedor Genl. al Exercito,fol.,,No,no consta,,,,288,12,Almeida (D. Manuel) Alegación y Memorial contra el Marqués de Aitona sobre ha…,,,
1,pagina_0023-OCR.json,3,Almici (Joa. Bapt.),"Institutionis Juris naturae, et Gentium",4º,,No,pasta,Brixiae,1768,,228,20,"Almici (Joa-Dapt.) institutionis Juris naturalis, et Gentium. 4º Pasta Brixiae 1768. 228 20",,,
1,pagina_0023-OCR.json,4,Almonacid (Fr. Joseph de),El Abulense ilustrado,fol.,,No,no consta,Madrid,1673,,108,24,Almonacid (Fr. Joseph de) El Abulense ilustrado fol. Madrid 1673 108 24,,,
1,pagina_0023-OCR.json,5,Alonso (El Sabio Rey Dn.),"Las Siete Partidas publicadas por Dn. Joseph Berni, y Catalá",8º,6 tom.,No,pasta,Valencia,1758,,229,140,"Alamo.. El Sabio Rey Dn Las Siete Partidas, publicadas por Dn Joseph Perni, y Catalá: 8º Pasta 6.Tom. Valencia 1788. 229 140",,,
1,pagina_0023-OCR.json,6,Alonso (El Sabio Rey Dn.),Vid. Alfonsi,,,No,no consta,,,,,,Vid. Alfoni,,,
1,pagina_0023-OCR.json,7,Alonso (El Sabio Rey Dn.),Dn Alomo Diaz Glosadas,,2 tom.,No,no consta,,,,233,120,Dn Alomo Diaz Glosadas fol. mai. 2 tom. Leon 1850 233 120,,,
1,pagina_0023-OCR.json,8,Alonso (El Sabio Rey Dn.),"[it.] Con su Glosa, xensiones marginales à la recopilacion, notas &c. y un repertorio Genl.",fol.,4 tom.,No,no consta,Salamanca,1565,,233,300,"Dn Alomo Diaz con su Glosa xensiones marginales à la recopilacion, notas &c. y un repertorio Sen! fol. mai. 4 tom. Salamanca 1565 233 300",,,
1,pagina_0023-OCR.json,9,Alsedo y Herrera (Dn Dionisio),Compendio Historico de la Provincia de Guayalquil,4º,,No,no consta,Madrid,1741,,125,12,Alsedo y Herrera (Dn Dionisio) Compendio Historico de la Provincia de Guayalquil: 4º Mad. 1741 125 12,,,
1,pagina_0023-OCR.json,10,Alsedo y Herrera (Dn Dionisio),[Compendio Historico de la Provincia de Guayalquil],,,No,pasta,[Madrid],[1741],,212,15,Alsedo y Herrera (Dn Dionisio) otro exempl. dela misma edic. Pasta 212 15,,1|pagina_0023-OCR.json|9,
1,pagina_0023-OCR.json,11,Altamirani (Dn. Hieronimi),In tit. Cod. de Judiciis officii tractatus,fol.,,No,no consta,Matriti,1648,,288,15,Altansixani (Dn Hieronimi) in tit. Cod. de Jus lit officiaii tractatus fol. Matriti 1648 288 15,,,
1,pagina_0023-OCR.json,12,Altamirani (D.D. Jo.),Comment. ad tert. J.C.Scaevolae,4º,,No,no consta,Cervariae,1739,,247,12,Altamixani (D.D. Jo) Comment. ad tert. J.C.Scaq volas 4º Cervariae 1739. 247 12,,,
1,pagina_0023-OCR.json,13,Altamura (F. Ambrosii),Bibliotheca Dominicana,fol.,,No,no consta,Rom.,1677,,43,45,Altamuxa (F. Ambrosii) Bibliotheca Dominicana fol. Rom. 1677 43 45,,,
1,pagina_0023-OCR.json,14,Alteserra (Antonii Dadini),Alteserra (Antonii Dadini) Comment. in Decretales Innocentii III,fol.,,No,pasta,Paris,1666,,265,45,Alteserra (Antonii Dadini) Comment. in Decreta (les 7.229,pagina_0024-OCR.json,,
1,pagina_0024-OCR.json,2,Alteserra (Antonii Dadini),"[idem.] De Origine, et statu Feudorum pro moribus Galliae",4º,,No,no consta,Argentorati,1690,,301,6,"2 idem. De Origine, et statu Feudorum pro moribus Galliae. 4° Argentorati 1690. N° 301. 6",,,
1,pagina_0024-OCR.json,3,Alteserra (Antonii Dadini),[ejusd.] expositio in instit. Justin,4º,,No,no consta,Paris,1666,,224,20,3 ejusd. expositio in instit. Justin. 4° Parisiis 1666. N. 224. 20,,,
1,pagina_0024-OCR.json,4,Alteserra (Antonii Dadini),[ejusd.] Vindiciae Ecclesiast. Jurisdict.,4º,,No,pasta,Paris,1702,,279,30,4 ejusd. Vindiciae Ecclesiar. Jurisdiction. 4° Pasta Parisiis 1702. N° 279. 30,,,
1,pagina_0024-OCR.json,5,Alteserra (Antonii Dadini),"[ejusd.] Notae, et observat. in X libros Hist. Francor. D. Greg. Episcop. Turon. et supplementum Fredegarii",4º,,No,no consta,Tolosae,1679,,289,36,"5 ejusd. Notae, et observat. in X libros Hist. Francor. D. Greg. Episcop. Turon. et Supplementum Frederagii. 4° Tafelere Folosae 1679. N° 289. 36",,,
1,pagina_0024-OCR.json,6,Alteserra (Antonii Dadini),"[Notae, et observat. in X libros Hist. Francor. D. Greg. Episcop. Turon. et supplementum Fredegarii]",4º,,No,no consta,[Tolosae],1669,,289,18,6 ejusd. id. 4° ibid 1669. Cod. N. 18,,,1|pagina_0024-OCR.json|5
1,pagina_0024-OCR.json,7,Alteserra (Antonii Dadini),"[ejusd.] Notae, et observationes in Anastasium De vitis Roman. Pontif.",4º,,No,no consta,Paris,1680,,289,15,"7 ejusd. Notae, et observationes in Anastasium De vitis Roman. Pontif. 4° Parisiis 1680. N° 289. 15",,,
1,pagina_0024-OCR.json,8,Alteserra (Antonii Dadini),[ejusd.] in Libros Clementinarum Comment. de instantiam de Scholis,4º,,No,no consta,Paris,1680,,289,15,8 ejusd. in Libros Clementinarum Comment. de instantiam de Scholis 4° Parisiis 1680. Cod. N. 15,,,
1,pagina_0024-OCR.json,9,Alteserra (Antonii Dadini),[ejusd.] Disputationes Jux. Canon. 42 tom. Folosae,,42 tom.,No,no consta,Tolosae,1651,,289,32,9 ejusd. Disputationes Jux. Canon. 42 tom. Folosae 1651. Cod. N. 32,,,
1,pagina_0024-OCR.json,10,Alteserra (Antonii Dadini),"[id.] De antiquis, et majorib. Episcoporum canis",4º,,No,no consta,Leodii,1678,,289,20,"10 id. De antiquis, et majorib. Episcoporum canis 4° Leodii 1678. Cod. N. 20",,,
1,pagina_0024-OCR.json,11,Alteserra (Antonii Dadini),[ejusd.] Recitationes quotidianae in Claud. Fxiphonii,4º,,No,no consta,Tolosae,1673,,289,24,11 ejusd. Recitationes quotidianae in Claud. Fxiphonii,,,
1,pagina_0024-OCR.json,12,Alteserra (Antonii Dadini),[id.] Defitionibus Jux,4º,,No,no consta,Paris,1659,,289,12,12 id. Defitionibus Jux. 4° Parisiis 1659. Cod. N. 12,,,
1,pagina_0025-OCR.json,1,Alteserra (Antonii Dadini),[id.] De origine rei Monasticae,4º,,No,no consta,Paris,1674,,289,26,id De origine xei Monasticae 4º Parisiis 1674. Cod. N. 26 7.502,,,
1,pagina_0025-OCR.json,2,Alteserra (Antonii Dadini),De rebus Aquitanicis,4º,,No,no consta,Tolosae,1648,,289,22,id. Derebus Aquitanicis 4º Tolosae 1648. N. 289. 22 22,,,
1,pagina_0025-OCR.json,3,Alteserra (Antonii Dadini),"De Ducibus, et Comitibus Provinciae Librum Galliae cum accessione tract. de origine et stat. Feudorum",4º,,No,no consta,Tolosae,1643,,289,18,"id. De Ducibus, et Comitibus Provinciae Librum Galliae cum accessione tract. de origine et stat. Feudorum 4º Tolosae 1643. N. 289. 18 18",,,
1,pagina_0025-OCR.json,4,Alva (Francisci Isidor),Relectio ad interpret. tex in cap. Lectis 18: dist. 63. prooradu Licentiae,4º,,No,no consta,Compluti,1666,,307,6,Alva (Francisci Isidor) Relectio ad interpretationem in cap. Lectis 18: dist. 63. prooexadu Licentiae 4º Compluti 1666. N.º 307. 6 6,,,
1,pagina_0025-OCR.json,5,Alva ... (Fr. Pedro de),Sophos en defensa dela concepcion de N. Sra,8º,,No,no consta,Zaragoza,1662,,31,6,Alva ... (Fr. Pedro de) Sophos endefensa de la concepcion mex. 8º Zaragoza 1662. N.31. 6 6,,,
1,pagina_0025-OCR.json,6,Alva (Fr. Pedro de),Radii Solis veritatis pro immaculatae Concept. Mysterio,fol.,,No,no consta,Lovanii,1666,,107,50,id De Radii Solis recitatis pro immaculatae Concept. Mysterio: fol. Lovani 1666 N. 107. 50 50,,,
1,pagina_0025-OCR.json,7,Alva (Fr. Pedro de),Monumenta antiqua Immaculat. Concept.,4º,2 tom.,No,no consta,[Lovanii],1644,,283,20,Gund Commentaria antiqua Immaculat. Concept. 4º 2tom. ibid 1644. N.283. 20 20,,,
1,pagina_0025-OCR.json,8,Alva (Fr. Pedro de),Gund Cad,4º,,No,no consta,Lovanii,1666,,111,15,Gund Cad. 4º Lovani 1666. N.111. 15 15,,,
1,pagina_0025-OCR.json,9,Alva (Fr. Pedro de),Cad. Italico-Gallica,4º,2 tom. 1 Volum.,No,no consta,[Lovanii],1666,,283,14,Gund Cad. Italico-Gallica 4º 2tom. 1 Volum. ibid 1666. N. 283. 14 14,,,
1,pagina_0025-OCR.json,10,Alva (Fr. Pedro de),Gund. Militia Immaculat. Concept,fol.,,No,no consta,[Lovanii],1673,,107,36,Gund Milina Immaculat. Concept. fol. ibid. 1673. N. 107. 36 36,,,
1,pagina_0025-OCR.json,11,Alva ... (Fr. Pedro de),De conceptu mentis,8º,,No,no consta,Bruxellis,1661,,116,20,Id. De conceptu mentis. 8º Bruxellis 1661. N.º 116. 20 20,,,
1,pagina_0025-OCR.json,12,Alvarado (Didacus Rodericus),De conjecturata mente Defuncti,fol.,,No,no consta,Hispali,1578,,288,12,Alvaredo (Didacus Rodericus) De conjecturata mente Defunti: fol. Hispani 1578. N.288. 12 12,,,
1,pagina_0025-OCR.json,13,Alvarado (Dn. Franco de),Frutos admirables a la limosna,8º,,No,no consta,Roma,1586,,84,8,Alvaredo (Dn. Francisco) Frutos admirables a la limosna 8º Roma 1586. N.º 84. 8 8,,,
1,pagina_0025-OCR.json,14,Alvarado (Dn. Mario Bibiano de),Apologia por la orden de Santiago contra las pretensiones del Sr. Belluga,fol.,,No,no consta,Madrid,,,154,12,Alvaredo (Dn. Mario Bibiano de) Apologia por la orden de Santiago contra las pretensiones,pagina_0026-OCR.json,,
1,pagina_0026-OCR.json,2,Alvarez de Abreu (Dn Antonio Joseph),"Sobre vacantes maiores, y menores a las Iglesias de Indias occidentales",fol.,,No,no consta,Madrid,1726,,297,12,"Alvarez de Abreu (Dn Antonio Joseph) sobre vacantes maiores, y menores en la Iglesia de Indias Occidentales fol. Mad. 1726 Nº 297 12",,,
1,pagina_0026-OCR.json,3,Alvarez de Abreu (Dn Antonio Joseph),"Tratado sobre la ley de la partida, en lo que deben, y están obligados à hacer los Alcaides de Fortalezas, y Castillos",8º,,No,no consta,Valladolid,1558,,315,6,"id. Tratado sobre la ley de la patria da, en lo que deben y están obligados à hacer los Alcaldes de Tortaleza, y Castilla 8º Valladolid 1558 Nº 315 6",,,
1,pagina_0026-OCR.json,4,Alvarez de Acosta (Jo),"Aquila Augusta, seu Carolus tertius Austriacij",fol.,,No,no consta,Amstelodami,1705,,21,40,"Alvarez de Acosta (To.) Aquila Augusta, seu Caioles Tertius Austriaci fol. Amst. 1705 Nº 21 40",,,
1,pagina_0026-OCR.json,5,"Alvarez, y Baena (Dn Joseph Antonio)",Grandezas de Madrid,8º,,No,no consta,Madrid,1786,,192,10,"Alvarez, y Daena (Dn Joseph Antonio) Grandezas acuadrid 8º Madrid 1786 Nº 192 10",,,
1,pagina_0026-OCR.json,6,Alvarez de Oriente (Fernao),Lusitania,8º,,No,no consta,Lisboa,1607,,40,8,Alvarez de Oriente (Fernao) Lusitania 8º Lisboa 1607 Nº 40 8,,,
1,pagina_0026-OCR.json,7,Alvarez (Dn Fran.co),Noticias a las Colonias Inglesas sacadas de los mejores Autores,4º,,No,no consta,Madrid,1778,,191,10,Alvarez (Dn Fran.co) Noticias alas Colomias In- glesas sacadas a los mejores Autores 4º Mad. 1778 Nº 191 10,,,
1,pagina_0026-OCR.json,8,Alvarez (Dn Gaspar),Elementos de Euclides,4º,,No,no consta,Madrid,1739,,48,12,Alvarez (Dn Gaspar) Elementos a Euclides 4º Madrid 1739 Nº 48 12,,,
1,pagina_0026-OCR.json,9,Alvarez... Correa (Dn Luis),"Execucion de Politica, y brevedad de despachos",8º,,No,no consta,Madrid,1629,,317,6,"Alvarez... Correa (Dn Luis) Oseucion a Politia, y brevedad de despachos 8º Mad. 1629 Nº 317 6",,,
1,pagina_0026-OCR.json,10,Alvarez (Dn Joaquin),Sumario en verso de los principales Objetos de todos los libros de la Sagrada Escritura,8º,,No,no consta,Madrid,1787,,214,2,Alvarez (Dn Joaquin) Sumario en verso a los principales Objetos a todos los libros de la Sagrada Escritura 8º Mad. 1787 Nº 214 2,,,
1,pagina_0026-OCR.json,11,Alvarez... Rivera (Franc.),"Pro Philippo 2º responsum de successione Regni Portugalliae, cum additionib. Caroli de Tapia",4º,,No,no consta,Matriti,1621,,307,8,"Alvarez... Rivera (Franc.) Pao Philipo 2º per ponsun de succession Regni Portugalliae, cum additionib. Caroli de Tapia 4º",pagina_0027-OCR.json,,
1,pagina_0027-OCR.json,2,Alvarez de Toledo (D.n Gabriel),"Palacio actione, Apologia joco-seria por la Historia de la Iglesia",4º,,No,no consta,Leon de Francia,1714,,191,12,"Alvarez de Toledo (D. Gabriel) Salacio actione, Apologia joco-seria pro la Historia dela Iglesia 4º León en Francia 1714. N.º 191 12",,,
